Publication.year	Organism	Context	MeSH.ID	MeSH.term	Phase	Tissue	Function	Source.cell.type.class	Source.cell.type	Target.cell.type.class	Target.cell.type	Clear.direction	Reciprocal.direction	Interaction.details	Method	Method.details	Reference	Information	Full.PDF	PMID	Title
2020	human	inflammation	C23	Pathological Conditions, Signs and Symptoms	NA	obese tissue	trigger chronic inflammation and ultimately lead to blockage of insulin action on adipocytes and insulin resistance 	monocyte	monocyte	adipocyte	adipocyte	1	0	NA	not sure	NA	32486495	1	1	32486495	OOCHIP: Compartmentalized Microfluidic Perfusion System with Porous Barriers for Enhanced Cell-Cell Crosstalk in Organ-on-a-Chip
2020	human	inflammation	C23	Pathological Conditions, Signs and Symptoms	NA	obese tissue	trigger chronic inflammation and ultimately lead to blockage of insulin action on adipocytes and insulin resistance 	macrophage	macrophage	adipocyte	adipocyte	1	0	NA	experimental	in vitro microfluidic system	14679177; 23473027	1	1	32486495	OOCHIP: Compartmentalized Microfluidic Perfusion System with Porous Barriers for Enhanced Cell-Cell Crosstalk in Organ-on-a-Chip
2020	human	inflammation	C23	Pathological Conditions, Signs and Symptoms	NA	obese tissue	trigger chronic inflammation and ultimately lead to blockage of insulin action on adipocytes and insulin resistance 	T cell	Th1 cell	adipocyte	adipocyte	1	0	NA	not sure	NA	32486495	1	1	32486495	OOCHIP: Compartmentalized Microfluidic Perfusion System with Porous Barriers for Enhanced Cell-Cell Crosstalk in Organ-on-a-Chip
2020	human	type 2 diabetes	C18|C19	Nutritional and Metabolic Diseases|Endocrine System Diseases	NA	NA	NA	immune cell	immune cell	adipocyte	adipocyte	1	0	NA	experimental	in vitro	32486495	1	1	32486495	OOCHIP: Compartmentalized Microfluidic Perfusion System with Porous Barriers for Enhanced Cell-Cell Crosstalk in Organ-on-a-Chip
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	32472127	Multifaceted regulation of Notch signaling by glycosylation
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	32440447	Tissues in a Dish: A Review of Organoids in Plastic Surgery
2020	human	liver cancer	C04|C06	Neoplasms|Digestive System Diseases	NA	liver	essential for the differentiation and remodeling of endothelial cells	hepatocyte	human HepG2 hepatic cell	endothelial cell	human umbilical vein endothelial cell	1	0	NA	experimental	co-culture	26053957	1	1	32363357	The effect of quercetin on endothelial cells is modified by heterocellular interactions
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	32353936	Connexin-46 Contained in Extracellular Vesicles Enhance Malignancy Features in Breast Cancer Cells
2020	human	infertility	C12|C13	Male Urogenital Diseases|Female Urogenital Diseases and Pregnancy Complications	NA	ovary 	specialized filopodia are elaborated by the granulosa cells	germ cell	oocyte	granulosa cell	granulosa cell	1	0	GDF9	experimental	in vitro	29576478	1	1	32341451	R-spondin2 signaling is required for oocyte-driven intercellular communication and follicular growth
2020	human	breast cancer	C04|C17	Neoplasms|Skin and Connective Tissue Diseases	NA	NA	modify gene expression and cell metabolism of breast cancer cells	cancer cell	breast cancer cell	fibroblast	cancer-associated fibroblast	1	0	NA	experimental	in vitro	32258040	1	1	32258040	Modeling Cell Communication in Cancer With Organoids: Making the Complex Simple
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	32257377	Role of exosomes and exosomal microRNAs in cancer
2020	human	primary liver cancer	C04|C06	Neoplasms|Digestive System Diseases	NA	NA	NA	cancer cell	hepatocellular carcinoma	endothelial cell	human umbilical vein endothelial cell	1	0	exosomes	experimental	in vitro, in vivo	32183816	1	1	32183816	Angiopoietin-2 induces angiogenesis via exosomes in human hepatocellular carcinoma
2020	human	type 2 diabetes	C18|C19	Nutritional and Metabolic Diseases|Endocrine System Diseases	NA	NA	reduce proliferation of RAW264.7 macrophages pr secretion of inflammatory cytokines	adipocyte	adipocyte	macrophage	macrophage	1	0	metformin-induced adiponectin	experimental	in vitro	32173999	1	1	32173999	Development of a three-dimensional in vitro co-culture model to increase drug selectivity for humans
2020	human	psoriasis	C17	Skin and Connective Tissue Diseases	NA	NA	NA	lymphoid cell	innate lymphoid cell	T cell	T cell	1	0	NA	experimental	in situ	27456756	1	1	32153574	Innate Lymphocytes in Psoriasis
2020	human	psoriasis	C17	Skin and Connective Tissue Diseases	NA	NA	NA	dendritic cell	dermal dendritic cell	T cell	T cell	1	0	NA	not sure	NA	32153574	1	1	32153574	Innate Lymphocytes in Psoriasis
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	32107314	Heparin inhibits proinflammatory and promotes anti-inflammatory macrophage polarization under hyperglycemic stress
2020	human	cardiac disease	C14	Cardiovascular Diseases	NA	heart 	NA	macrophage	macrophage	cardiomyocyte	cardiomyocyte subtype 1	1	0	NA	computational	32098504	32098504	1	1	32098504	Single-Cell Reconstruction of Progression Trajectory Reveals Intervention Principles in Pathological Cardiac Hypertrophy
2020	human	silicosis	C08|C24	Respiratory Tract Diseases|Occupational Diseases	NA	NA	NA	macrophage	macrophage	fibroblast	fibroblast	1	0	exosomes	experimental	in vitro	32059163	1	1	32059163	Exosomal miR-125a-5p derived from silica-exposed macrophages induces fibroblast transdifferentiation
2020	human	silicosis	C08|C24	Respiratory Tract Diseases|Occupational Diseases	NA	NA	NA	macrophage	macrophage	fibroblast	mouse embryonic fibroblast cell	1	0	exosomes	experimental	in vitro	32059163	1	1	32059163	Exosomal miR-125a-5p derived from silica-exposed macrophages induces fibroblast transdifferentiation
2020	human	silicosis	C08|C24	Respiratory Tract Diseases|Occupational Diseases	NA	NA	NA	macrophage	macrophage	fibroblast	human fetal lung fibroblast cell	1	0	exosomes	experimental	in vitro	32059163	1	1	32059163	Exosomal miR-125a-5p derived from silica-exposed macrophages induces fibroblast transdifferentiation
2020	human	silicosis	C08|C24	Respiratory Tract Diseases|Occupational Diseases	NA	NA	NA	macrophage	macrophage	T cell	T cell	1	0	exosomes	experimental	in vitro	32059163	1	1	32059163	Exosomal miR-125a-5p derived from silica-exposed macrophages induces fibroblast transdifferentiation
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	32035230	Assessment of separation methods for extracellular vesicles from human and mouse brain tissues and human cerebrospinal fluids
2020	human	wound healing	G16	Biological Phenomena	NA	NA	decrease the apoptosis	telocyte	mouse lung telocyte	endothelial cell	human dermal microvascular endothelial cell	1	0	reactive oxygen species 	experimental	in vitro	32028987	1	1	32028987	Telocytes inhibited inflammatory factor expression and enhanced cell migration in LPS-induced skin wound healing models in vitro and in vivo
2020	human	wound healing	G16	Biological Phenomena	NA	NA	increase the apoptosis	telocyte	mouse lung telocyte	keratinocyte	keratinocyte	1	0	reactive oxygen species 	experimental	in vitro	32028987	1	1	32028987	Telocytes inhibited inflammatory factor expression and enhanced cell migration in LPS-induced skin wound healing models in vitro and in vivo
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	31915373	Single-cell reconstruction of the adult human heart during heart failure and recovery reveals the cellular landscape underlying cardiac function
2020	human	brain development	A08	Nervous System	NA	NA	NA	neuron	neuron	astrocyte	astrocyte	1	1	NA	experimental	3D coculture	29198827; 31879153	1	1	31879153	Organoid and Assembloid Technologies for Investigating Cellular Crosstalk in Human Brain Development and Disease
2020	human	brain development	A08	Nervous System	NA	NA	NA	neuron	neuron	oligodendrocyte	oligodendrocyte	1	1	NA	experimental	in vivo	24727982; 31879153	1	1	31879153	Organoid and Assembloid Technologies for Investigating Cellular Crosstalk in Human Brain Development and Disease
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	31838471	The Matrisome during Aging and Longevity: A Systems-Level Approach toward Defining Matreotypes Promoting Healthy Aging
2020	human	embryo implantation	G08	Reproductive and Urinary Physiological Phenomena	NA	NA	NA	embryo	embryo	epithelial cell	endometrial epithelial cell	1	0	NA	experimental	in vitro	31825151	1	1	31825151	Proteomic Insights into Endometrial Receptivity and Embryo-Endometrial Epithelium Interaction for Implantation Reveal Critical Determinants of Fertility
2020	human	lung regeneration	G10|G16	Digestive System and Oral Physiological Phenomena|Biological Phenomena	NA	NA	NA	immune cell	immune cell	alveolar cell	T2 alveolar cell	1	0	cytokines and growth factors	experimental	ex vivo and in vivo	30930244	1	1	31761445	Lung regeneration: a tale of mice and men
2020	human	lung regeneration	G10|G16	Digestive System and Oral Physiological Phenomena|Biological Phenomena	NA	NA	NA	epithelial cell	epithelial cell	basal cell	basal cell	1	1	NA	not sure	NA	31761445	1	1	31761445	Lung regeneration: a tale of mice and men
2020	human	cardiac tissue	A07	Cardiovascular System	NA	NA	influence hiPSC-CM electrophysiology 	non-cardiomyocyte	human induced pluripotent stem cell-derived non-cardiomyocyte	cardiomyocyte	human induced pluripotent stem cell-derived cardiomyocyte	1	0	connexin 43	experimental	in vitro	31744402	1	1	31744402	Human Induced Pluripotent Stem Cell-Derived Non-Cardiomyocytes Modulate Cardiac Electrophysiological Maturation Through Connexin 43-Mediated Cell-Cell Interactions
2020	human	cardiac tissue	A07	Cardiovascular System	NA	NA	influence the calcium handling properties of hiPSC-CMs	fibroblast	human cardiac fibroblast	cardiomyocyte	human induced pluripotent stem cell-derived cardiomyocyte	1	0	direct contact, close proximity	experimental	contact culture	30139435	1	1	31744402	Human Induced Pluripotent Stem Cell-Derived Non-Cardiomyocytes Modulate Cardiac Electrophysiological Maturation Through Connexin 43-Mediated Cell-Cell Interactions
2020	human	ultraviolet irradiation 	E02|G01|G16|N06	Therapeutics|Physical Phenomena|Biological Phenomena|Environment and Public Health	NA	skin	the proliferation of melanocytes and transient melanogenesis activation	keratinocyte	keratinocyte	others	melanocyte	1	0	cytokines	experimental	co-culture	16354189	1	1	31733332	Premature cell senescence in human skin: Dual face in chronic acquired pigmentary disorders
2020	human	ultraviolet irradiation 	E02|G01|G16|N06	Therapeutics|Physical Phenomena|Biological Phenomena|Environment and Public Health	NA	skin	the proliferation of melanocytes and transient melanogenesis activation	fibroblast	fibroblast	others	melanocyte	1	0	cytokines	experimental	in vitro	20662835	1	1	31733332	Premature cell senescence in human skin: Dual face in chronic acquired pigmentary disorders
2020	human	tumor microenvironment	G04	Cell Physiological Phenomena	NA	NA	NA	fibroblast	fibroblast	tumor cell	neoplastic cell	1	0	NA	experimental	in vivo	20138012	1	1	31733332	Premature cell senescence in human skin: Dual face in chronic acquired pigmentary disorders
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	31727590	Three dimensional in vitro models of cancer: Bioprinting multilineage glioblastoma models
2020	human	allergic contact dermatitis	C17|C20	Skin and Connective Tissue Diseases|Immune System Diseases	NA	NA	dendritic cell activation	keratinocyte	keratinocyte	dendritic cell	monocyte-derived dendritic cell	1	0	IL-1a	experimental	in vitro	31648045	1	1	31648045	Immune-competent in vitro co-culture models as an approach for skin sensitisation assessment
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	31646713	Dynamic regulation of connexins in stem cell pluripotency
2020	human	tumor microenvironment	G04	Cell Physiological Phenomena	NA	NA	promote antigen processing and presentation by APCs, and inhibit angiogenesis	T cell	Th1 cell	macrophage	macrophage	1	0	IFN纬	not sure	NA	31256327	1	1	31256327	Role of Mast Cells in Shaping the Tumor Microenvironment
2020	human	tumor microenvironment	G04	Cell Physiological Phenomena	NA	NA	support the differentiation of tumor-infiltrating monocytes into M2- like TAMs (tumor-associated macrophages)	T cell	tumor-infiltrating Th2 cell	monocyte	tumor-infiltrating monocyte	1	0	IL-4	not sure	NA	31256327	1	1	31256327	Role of Mast Cells in Shaping the Tumor Microenvironment
2020	human	tumor microenvironment	G04	Cell Physiological Phenomena	NA	NA	support the differentiation of tumor-infiltrating macrophages into M2- like TAMs (tumor-associated macrophages)	T cell	tumor-infiltrating Th2 cell	macrophage	tumor-infiltrating macrophage	1	0	IL-4	not sure	NA	31256327	1	1	31256327	Role of Mast Cells in Shaping the Tumor Microenvironment
2020	human	tumor microenvironment	G04	Cell Physiological Phenomena	NA	NA	promote the expansion of tumor cells	granulocyte	mast cell	cancer cell	tumor cell	1	0	FGF-2, NGF, PDGF, VEGF, IL-8, and IL-10	not sure	NA	31256327	1	1	31256327	Role of Mast Cells in Shaping the Tumor Microenvironment
2020	human	gastric cancer	C04|C06	Neoplasms|Digestive System Diseases	NA	NA	NA	granulocyte	mast cell	granulocyte	neutrophil	1	0	NA	experimental	ultrastructural observations	27882290	1	1	31256327	Role of Mast Cells in Shaping the Tumor Microenvironment
2020	human	cornea	A09	Sense Organs	NA	cornea	NA	epithelial cell	corneal epithelial cell	keratocyte	corneal keratocyte	1	0	extracellular vesicles	experimental	in vitro and ex vivo	31136100	1	1	31136100	Extracellular Vesicles and Cell-Cell Communication in the Cornea
2020	human	corneal wound repair	C10|C11|C26	Nervous System Diseases|Eye Diseases|Wounds and Injuries	NA	cornea	promote transformation of the stromal cells to myofibroblasts	epithelial cell	epithelial cell	stromal cell	stromal cell	1	0	extracellular vesicles	experimental	cell culture	31136100	1	1	31136100	Extracellular Vesicles and Cell-Cell Communication in the Cornea
2020	human	corneal angiogenesis	C11|C23	Eye Diseases|Pathological Conditions, Signs and Symptoms	NA	cornea	NA	fibroblast	corneal fibroblast	endothelial cell	vascular endothelial cell	1	0	extracellular vesicles	experimental	in vitro	25015352	1	1	31136100	Extracellular Vesicles and Cell-Cell Communication in the Cornea
2020	human	corneal wound repair	C10|C11|C26	Nervous System Diseases|Eye Diseases|Wounds and Injuries	NA	cornea	NA	epithelial cell	wounded epithelial cell	others	stromal keratocyte	1	0	extracellular vesicles	experimental	in vitro and ex vivo	31136100	1	1	31136100	Extracellular Vesicles and Cell-Cell Communication in the Cornea
2020	human	cornea	A09	Sense Organs	NA	cornea	NA	endothelial cell	endothelial cell	fibroblast	human corneal fibroblast	0	NA	extracellular vesicles	experimental	in vitro	31136100	1	1	31136100	Extracellular Vesicles and Cell-Cell Communication in the Cornea
2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	32464631	Lectin Profile Variation in Mesenchymal Stem Cells Derived from Different Sources
2019	human	plasma	A12|A15	Fluids and Secretions|Hemic and Immune Systems	NA	NA	Mac-1 activation 	granulocyte	neutrophil	endothelial cell	human umbilical vein endothelial cell	1	0	NA	experimental	in vivo	29410422	1	1	31853340	Role of Mac-1 integrin in generation of extracellular vesicles with antibacterial capacity from neutrophilic granulocytes
2019	human	adult lung	A04	Respiratory System	NA	NA	NA	mesenchymal cell	mesenchymal cell	epithelial cell	epithelial cell	1	0	NA	computational	Connectome	31840053	1	1	31840053	Single-cell connectomic analysis of adult mammalian lungs
2019	human	adult lung	A04	Respiratory System	NA	NA	NA	alveolar cell	T1 alveolar cell	endothelial cell	vascular endothelial cell	1	0	NA	computational	Connectome	31840053	1	1	31840053	Single-cell connectomic analysis of adult mammalian lungs
2019	human	adult lung	A04	Respiratory System	NA	NA	NA	alveolar cell	T2 alveolar cell	macrophage	macrophage	1	0	CSF2, GAS6, OSM, APOE	computational	Connectome	31840053	1	1	31840053	Single-cell connectomic analysis of adult mammalian lungs
2019	human	adult lung	A04	Respiratory System	NA	NA	surfactant handing and immune regulation	alveolar cell	T2 alveolar cell	macrophage	macrophage	1	0	NA	experimental	in situ	24463523	1	1	31840053	Single-cell connectomic analysis of adult mammalian lungs
2019	human	lung	A04	Respiratory System	NA	NA	NA	endothelial cell	endothelial cell	smooth muscle cell	smooth muscle cell	1	0	NA	computational	Connectome	31840053	1	1	31840053	Single-cell connectomic analysis of adult mammalian lungs
2019	human	adult lung	A04	Respiratory System	NA	NA	NA	endothelial cell	endothelial cell	fibroblast	fibroblast	1	0	NA	computational	Connectome	31840053	1	1	31840053	Single-cell connectomic analysis of adult mammalian lungs
2019	human	adult lung	A04	Respiratory System	NA	NA	NA	endothelial cell	endothelial cell	epithelial cell	epithelial cell	1	0	Ephrins	computational	Connectome	31840053	1	1	31840053	Single-cell connectomic analysis of adult mammalian lungs
2019	human	adult lung	A04	Respiratory System	NA	NA	NA	stromal cell	stromal cell	epithelial cell	epithelial cell	1	0	SLIT2	computational	Connectome	31840053	1	1	31840053	Single-cell connectomic analysis of adult mammalian lungs
2019	human	adult lung	A04	Respiratory System	NA	NA	NA	stromal cell	stromal cell	endothelial cell	endothelial cell	1	0	SLIT2	computational	Connectome	31840053	1	1	31840053	Single-cell connectomic analysis of adult mammalian lungs
2019	human	adult lung	A04	Respiratory System	NA	NA	NA	fibroblast	Col13a1+ fibroblast	alveolar cell	T2 alveolar cell	1	0	HGF:MET	computational	Connectome	31840053	1	1	31840053	Single-cell connectomic analysis of adult mammalian lungs
2019	human	adult lung	A04	Respiratory System	NA	NA	NA	fibroblast	Col13a1+ fibroblast	alveolar cell	T2 alveolar cell	1	0	FGF10:FGFR2	computational	Connectome	31840053	1	1	31840053	Single-cell connectomic analysis of adult mammalian lungs
2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	31835632	Plasma Extracellular Vesicles in Children with OSA Disrupt Blood-Brain Barrier Integrity and Endothelial Cell Wound Healing in Vitro
2019	human	hepatocellular carcinoma	C04|C06	Neoplasms|Digestive System Diseases	NA	NA	abrogate endothelial junction integrity 	cancer cell	hepatoma cell	endothelial cell	endothelial cell	1	0	miR-103 	experimental	in vivo & in vitro	29637568	1	1	31817101	Cancer-Derived Extracellular Vesicle-Associated MicroRNAs in Intercellular Communication: One Cell's Trash Is Another Cell's Treasure
2019	human	breast cancer	C04|C17	Neoplasms|Skin and Connective Tissue Diseases	NA	NA	contribute to the destruction of tight junctions	cancer cell	breast cancer cell	endothelial cell	endothelial cell	1	0	miR-105 	experimental	in vitro	24735924	1	1	31817101	Cancer-Derived Extracellular Vesicle-Associated MicroRNAs in Intercellular Communication: One Cell's Trash Is Another Cell's Treasure
2019	human	breast cancer	C04|C17	Neoplasms|Skin and Connective Tissue Diseases	NA	NA	cause vascular endothelium breakdown and leakiness 	cancer cell	brain metastatic breast cancer cell	endothelial cell	endothelial cell	1	0	miR-181c 	experimental	in vivo	25828099	1	1	31817101	Cancer-Derived Extracellular Vesicle-Associated MicroRNAs in Intercellular Communication: One Cell's Trash Is Another Cell's Treasure
2019	human	pancreatic cancer	C04|C06|C19	Neoplasms|Digestive System Diseases|Endocrine System Diseases	NA	NA	convert fibroblasts into CAFs through the inhibition of Tumor Protein p53-Inducible Nuclear Protein 1 (TP53INP1)	cancer cell	pancreatic cancer cell	fibroblast	fibroblast	1	0	miR-155	experimental	co-culture	26195069	1	1	31817101	Cancer-Derived Extracellular Vesicle-Associated MicroRNAs in Intercellular Communication: One Cell's Trash Is Another Cell's Treasure
2019	human	breast cancer	C04|C17	Neoplasms|Skin and Connective Tissue Diseases	NA	NA	increase cell motility	cancer cell	triple-negative breast cancer cell	fibroblast	normal fibroblast	1	0	miR-9	experimental	in vivo & in vitro	27468688	1	1	31817101	Cancer-Derived Extracellular Vesicle-Associated MicroRNAs in Intercellular Communication: One Cell's Trash Is Another Cell's Treasure
2019	human	ovarian cancer	C04|C13|C19	Neoplasms|Female Urogenital Diseases and Pregnancy Complications|Endocrine System Diseases	NA	NA	promote motility, invasiveness, and aggressiveness of ovarian cancer cells	adipocyte	tumor-associated adipocyte	cancer cell	ovarian cancer cell	1	0	miR-21 	experimental	co-culture	27021436	1	1	31817101	Cancer-Derived Extracellular Vesicle-Associated MicroRNAs in Intercellular Communication: One Cell's Trash Is Another Cell's Treasure
2019	human	gastric cancer	C04|C06	Neoplasms|Digestive System Diseases	NA	NA	improve proliferation and motility of HGC-27 gastric cancer cell	stem cell	mesenchymal stem cell	cancer cell	HGC-27 gastric cancer cell	1	0	exomiR-21 	experimental	in vitro	24473397	1	1	31817101	Cancer-Derived Extracellular Vesicle-Associated MicroRNAs in Intercellular Communication: One Cell's Trash Is Another Cell's Treasure
2019	human	breast cancer	C04|C17	Neoplasms|Skin and Connective Tissue Diseases	NA	NA	cause the reduction of the expression of pyruvate kinase M2 (PKM2) and glucose transporter 1 (GLUT1) in the stromal cells	cancer cell	tumor cell	stromal cell	stromal cell	1	0	miR-122 	experimental	in vivo	25621950	1	1	31817101	Cancer-Derived Extracellular Vesicle-Associated MicroRNAs in Intercellular Communication: One Cell's Trash Is Another Cell's Treasure
2019	human	melanoma	C04	Neoplasms	NA	NA	induce a switch from OXPHOS to glycolysis (reverse Warburg effect), increasing extracellular acidification	others	melanoma cell	stromal cell	stromal cell	1	0	miR-155, miR-210	experimental	co-culture	30150674	1	1	31817101	Cancer-Derived Extracellular Vesicle-Associated MicroRNAs in Intercellular Communication: One Cell's Trash Is Another Cell's Treasure
2019	human	non-small lung cancer	C04|C08	Neoplasms|Respiratory Tract Diseases	NA	NA	mediate the pro-tumoral inflammatory reaction 	cancer cell	non-small lung cancer cell	macrophage	tumor-infiltrating macrophage	1	0	exomiR-21, exomiR-29a	experimental	co-culture	22753494	1	1	31817101	Cancer-Derived Extracellular Vesicle-Associated MicroRNAs in Intercellular Communication: One Cell's Trash Is Another Cell's Treasure
2019	human	neuroblastoma	C04	Neoplasms	NA	NA	cause an exomiRNA-mediated positive feedback loop in which human monocytes transfer miR-155 via EVs to NBL cells	others	neuroblastoma cell	monocyte	monocyte	1	0	miR-21 	experimental	co-culture	25972604	1	1	31817101	Cancer-Derived Extracellular Vesicle-Associated MicroRNAs in Intercellular Communication: One Cell's Trash Is Another Cell's Treasure
2019	human	neuroblastoma	C04	Neoplasms	NA	NA	confer their resistance to chemotherapy	monocyte	monocyte	others	neuroblastoma cell	1	0	miR-155	experimental	co-culture	25972604	1	1	31817101	Cancer-Derived Extracellular Vesicle-Associated MicroRNAs in Intercellular Communication: One Cell's Trash Is Another Cell's Treasure
2019	human	lung cancer	C04|C08	Neoplasms|Respiratory Tract Diseases	NA	NA	switch the phenotype of tumor infiltrating macrophages into M2 macrophages	cancer cell	lung cancer cell	macrophage	tumor-infiltrating macrophage	1	0	miR-103a	experimental	in vitro	29292163	1	1	31817101	Cancer-Derived Extracellular Vesicle-Associated MicroRNAs in Intercellular Communication: One Cell's Trash Is Another Cell's Treasure
2019	human	breast cancer	C04|C17	Neoplasms|Skin and Connective Tissue Diseases	NA	NA	drive breast cancer cells to enter G0 phase of the cell cycle, decreasing their susceptibility to drug treatment	stem cell	mesenchymal stem cell	cancer cell	breast cancer cell	1	0	exosomes	experimental	in vivo & in vitro	27569215	1	1	31817101	Cancer-Derived Extracellular Vesicle-Associated MicroRNAs in Intercellular Communication: One Cell's Trash Is Another Cell's Treasure
2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	31729432	Comparative genomic analysis of eutherian connexin genes
2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	31671920	Non-Invasive Approach for Evaluation of Pulmonary Hypertension Using Extracellular Vesicle-Associated Small Non-Coding RNA
2019	human	osteogenesis	G07|G11	Physiological Phenomena|Musculoskeletal and Neural Physiological Phenomena	NA	NA	promote osteogenic growth and differentiation of the mesenchymal stem cells 	endothelial cell	endothelial cell	stem cell	mesenchymal stem cell	1	0	growth factors	experimental	co-culture	28093887	1	1	31442885	3D printed HUVECs/MSCs cocultures impact cellular interactions and angiogenesis depending on cell-cell distance
2019	human	angiogenesis	C23|G09	Pathological Conditions, Signs and Symptoms|Circulatory and Respiratory Physiological Phenomena	NA	NA	NA	endothelial cell	human umbilical vein endothelial cell	stem cell	human mesenchymal stem cell	1	0	paracrine secretions, extracellular vesicles	experimental	in vitro	31442885	1	1	31442885	3D printed HUVECs/MSCs cocultures impact cellular interactions and angiogenesis depending on cell-cell distance
2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	31416445	A novel population of extracellular vesicles smaller than exosomes promotes cell proliferation
2019	human	retinal disease	C11	Eye Diseases	NA	NA	invade leukocyte	epithelial cell	pigment epithelial cell	leukocyte	leukocyte	1	0	NA	experimental	in vitro	15249366	1	1	31397926	The role of ADGRE5/CD97 in human retinal pigment epithelial cell growth and survival
2019	human	inflammatory condition 	C23	Pathological Conditions, Signs and Symptoms	CD97-overexpressing 	NA	NA	epithelial cell	retinal pigment epithelial cell	monocyte	monocyte	1	0	NA	experimental	31397926	31397926	1	1	31397926	The role of ADGRE5/CD97 in human retinal pigment epithelial cell growth and survival
2019	human	inflammatory condition 	C23	Pathological Conditions, Signs and Symptoms	CD97-overexpressing 	NA	NA	epithelial cell	retinal pigment epithelial cell	T cell	T lymphocyte	1	0	NA	experimental	31397926	31397926	1	1	31397926	The role of ADGRE5/CD97 in human retinal pigment epithelial cell growth and survival
2019	human	nasopharyngeal carcinoma 	C04|C07|C09	Neoplasms|Stomatognathic Diseases|Otorhinolaryngologic Diseases	NA	NA	facilitate progression, EMT and chemoresistance	endothelial cell	human microvascular endothelial cell	cancer cell	nasopharyngeal carcinoma cell	1	0	exosomes	experimental	in vitro	31394194	1	1	31394194	Drug-resistant endothelial cells facilitate progression, EMT and chemoresistance in nasopharyngeal carcinoma via exosomes
2019	human	gastric cancer	C04|C06	Neoplasms|Digestive System Diseases	NA	NA	increase the chemoresistance of gastric cancer cells	stem cell	mesenchymal stem cell	cancer cell	gastric cancer cell	1	0	exosomes	experimental	in vivo	26091251	1	1	31394194	Drug-resistant endothelial cells facilitate progression, EMT and chemoresistance in nasopharyngeal carcinoma via exosomes
2019	human	pigmentation	E01|G16	Diagnosis|Biological Phenomena	NA	NA	NA	keratinocyte	keratinocyte	others	melanocyte	1	0	exosomes	experimental	co-culture	30904353	1	1	31394194	Drug-resistant endothelial cells facilitate progression, EMT and chemoresistance in nasopharyngeal carcinoma via exosomes
2019	human	hair follicles	A10|A17	Tissues|Integumentary System	NA	NA	migratory polarization	keratinocyte	keratinocyte	fibroblast	human dermal fibroblast	1	0	NA	experimental	in vitro	31379046	1	1	31379046	Keratinocytes maintain compartmentalization between dermal papilla and fibroblasts in 3D heterotypic tri-cultures
2019	human	hair follicles	A10|A17	Tissues|Integumentary System	NA	NA	hair follicle bioengineerin 	epithelial cell	epithelial cell	mesenchymal cell	mesenchymal cell	1	0	NA	experimental	in vivo	31379046	1	1	31379046	Keratinocytes maintain compartmentalization between dermal papilla and fibroblasts in 3D heterotypic tri-cultures
2019	human	hair follicles	A10|A17	Tissues|Integumentary System	NA	NA	maintain the aggregation of the dermal papilla within the native hair follicle	keratinocyte	keratinocyte	keratinocyte	keratinocyte	1	0	NA	experimental	in vitro	31379046	1	1	31379046	Keratinocytes maintain compartmentalization between dermal papilla and fibroblasts in 3D heterotypic tri-cultures
2019	human	healthy colon	A03	Digestive System	NA	NA	support the intestinal stem cell niche	fibroblast	WNT2B+ fibroblast	stem cell	intestinal stem cell	1	0	RSPO3:LGR5	experimental	in vitro	31348891	1	1	31348891	Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis
2019	human	healthy mucosa	A10	Tissues	NA	NA	gut homeostasis	dendritic cell	dendritic cell	T cell	T cell	0	NA	NA	computational	31348891	31348891	1	1	31348891	Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis
